OPEID,INSTNM,CITY,STABBR,ADM_RATE,SAT_AVG_ALL,UGDS,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,UGDS_NHPI,UGDS_2MOR,UGDS_NRA,UGDS_UNKN,UGDS_WHITENH,PPTUG_EF,PPTUG_EF2,CURROPER,NPT4_PUB,NPT4_PRIV,COSTT4_A,COSTT4_P,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,TUITFTE,INEXPFTE,AVGFACSAL,PFTFAC,PCTPELL,APPL_SCH_PCT_GE4,APPL_SCH_PCT_GE5,DEP_INC_AVG,IND_INC_AVG,DEBT_MDN,DEBT_MDN_SUPP,GRAD_DEBT_MDN_SUPP,GRAD_DEBT_MDN10YR_SUPP,RPY_3YR_RT_SUPP,LO_INC_RPY_3YR_RT_SUPP,MD_INC_RPY_3YR_RT_SUPP,HI_INC_RPY_3YR_RT_SUPP,COMPL_RPY_3YR_RT_SUPP,NONCOM_RPY_3YR_RT_SUPP,DEP_RPY_3YR_RT_SUPP,IND_RPY_3YR_RT_SUPP,PELL_RPY_3YR_RT_SUPP,NOPELL_RPY_3YR_RT_SUPP,FEMALE_RPY_3YR_RT_SUPP,MALE_RPY_3YR_RT_SUPP,FIRSTGEN_RPY_3YR_RT_SUPP,NOTFIRSTGEN_RPY_3YR_RT_SUPP,C150_L4_POOLED_SUPP,C150_4_POOLED_SUPP,C200_L4_POOLED_SUPP,C200_4_POOLED_SUPP
3065000,Lucas Marc Academy,Richland,WA,NULL,NULL,128,0.5859,0.0078,0.3359,0.0156,0.0313,0,0,0,0.0234,NULL,0,NULL,1,NULL,11906,NULL,16214,NULL,NULL,14600,6246,2316,NULL,NULL,0.4247,0.116959064,0.081871345,46319.62669,20139.25662,4832.5,4832.5,5682,63.0818481,0.68115942,0.62962963,PrivacySuppressed,PrivacySuppressed,0.820512821,0.5,PrivacySuppressed,0.622222222,0.64516129,PrivacySuppressed,0.696969697,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.558864706,NULL,0.545477273,NULL
377300,Clark College,Vancouver,WA,NULL,NULL,9907,0.7081,0.0204,0.0846,0.0355,0.007,0.0046,0.0774,0.0062,0.0562,NULL,0.4714,NULL,1,6906,NULL,12319,NULL,3650,8840,NULL,3245,4940,6347,1,0.4047,0.121171991,0.079622579,36685.67323,16810.71764,7633,7633,14496,160.9353168,0.571945047,0.474556213,0.702849389,0.790996785,0.761133603,0.531539479,0.699136868,0.518422418,0.495700556,0.769028871,0.606699752,0.520985401,0.553367876,0.629080119,0.245895849,NULL,0.316330721,NULL
575200,Clover Park Technical College,Lakewood,WA,NULL,NULL,1633,0.6062,0.1684,0.0459,0.0606,0.0122,0.0159,0.0374,0.0159,0.0374,NULL,0.158,NULL,1,5548,NULL,11423,NULL,4451,9611,NULL,1301,3931,5514,1,0.3661,0.172413793,0.09951986,39433.80853,17233.91038,10500,10500,12667,140.6296674,0.527520099,0.446226415,0.657142857,0.759493671,0.697674419,0.464620631,0.695774648,0.479967949,0.449477352,0.725274725,0.560235064,0.474870017,0.563699825,0.559757943,0.349623716,NULL,0.351747853,NULL
377400,Columbia Basin College,Pasco,WA,NULL,NULL,5146,0.5892,0.0154,0.3094,0.0218,0.0062,0.0025,0.0313,0.0012,0.0231,NULL,0.3704,NULL,1,8068,NULL,13262,NULL,4176,6505,NULL,1478,5733,6117,1,0.3079,0.14744734,0.092466976,37273.99269,21947.02232,7000,7000,11000,122.12255,0.758663366,0.661800487,0.857677903,0.87704918,0.900497512,0.711221122,0.82,0.724,0.701195219,0.859060403,0.788235294,0.70609319,0.776025237,0.770538244,NULL,0.248844796,NULL,NULL
1231500,Cornish College of the Arts,Seattle,WA,0.5917,NULL,775,0.6348,0.0374,0.0942,0.0568,0.0077,0.0039,0.0813,0.0271,0.0568,NULL,0.0335,NULL,1,NULL,33177,45406,NULL,33950,33950,NULL,25834,18207,6171,1,0.3871,0.407216495,0.322164949,89659.62592,14383.10668,21500,21500,27000,299.75535,0.808933002,0.788461538,0.80952381,0.854700855,0.853881279,0.751381215,0.822580645,0.786516854,0.786666667,0.850574713,0.871681416,0.742690058,0.8,0.822525597,NULL,0.4781225,NULL,0.480229605
1148100,Divers Institute of Technology,Seattle,WA,NULL,NULL,234,0.7479,0.0256,0.0513,0,0.0043,0.0299,0.0983,0,0.0427,NULL,0,NULL,1,NULL,31936,NULL,34595,NULL,NULL,22700,12647,4095,NULL,NULL,0.5328,0.063781321,0.043280182,70841.20131,21397.36502,9500,9500,9500,105.469475,0.77383592,0.73540856,0.779527559,0.9375,0.793023256,PrivacySuppressed,0.869230769,0.738993711,0.717472119,0.857142857,PrivacySuppressed,0.775229358,0.725352113,0.805447471,0.922,NULL,0.940869504,NULL
377500,Eastern Washington University,Cheney,WA,0.7967,970,11672,0.6625,0.0351,0.1192,0.0298,0.0118,0.0029,0.0428,0.0279,0.0679,NULL,0.1678,NULL,1,12983,NULL,19831,NULL,7961,19612,NULL,7467,6495,7287,0.6404,0.3871,0.281118587,0.18019344,64277.76706,19502.93891,15265,15265,20500,227.592025,0.850341739,0.797878609,0.872824632,0.908639523,0.929508197,0.790128577,0.869863014,0.814606742,0.8160299,0.898380793,0.867823214,0.828133863,0.82357473,0.878212732,NULL,0.458721615,NULL,0.515100763
500100,Edmonds Community College,Lynnwood,WA,NULL,NULL,4589,0.5132,0.0545,0.0667,0.1168,0.0081,0.0054,0.0597,0.1061,0.0695,NULL,0.4184,NULL,1,7033,NULL,13066,NULL,4408,9643,NULL,2873,8597,6278,0.988,0.1783,0.186,0.1224,39656.36937,19239.44836,8000,8000,12209,135.5449285,0.629565217,0.535714286,0.746987952,0.797101449,0.741071429,0.617021277,0.700996678,0.602853746,0.538035961,0.785202864,0.654676259,0.594907407,0.617801047,0.653913043,0.265861251,NULL,0.313810749,NULL
377600,Everett Community College,Everett,WA,NULL,NULL,4612,0.6299,0.0256,0.077,0.0544,0.0093,0.0028,0.0642,0.0332,0.1036,NULL,0.4321,NULL,1,7474,NULL,13067,NULL,3618,8808,NULL,4559,7214,6386,1,0.2172,0.157654494,0.100421348,39555.32661,21198.58631,7562,7562,9975,110.7429488,0.631709331,0.539170507,0.711340206,0.803571429,0.753289474,0.58960177,0.810714286,0.577130529,0.557106599,0.770883055,0.626532887,0.651315789,0.604330709,0.682080925,0.242651055,NULL,0.284087603,NULL
2184200,Paroba College of Cosmetology,Everett,WA,NULL,NULL,109,0.6514,0.0642,0.1468,0.0183,0.0092,0.0183,0.0642,0,0.0275,NULL,0,NULL,1,NULL,15910,NULL,18049,NULL,NULL,10148,9857,7665,NULL,NULL,0.5091,0.092896175,0.054644809,52193.41276,15517.47473,7389,7389,7389,82.03304745,0.789855072,0.780487805,0.771428571,PrivacySuppressed,0.808695652,PrivacySuppressed,0.804347826,0.782608696,0.773195876,0.829268293,0.795454545,PrivacySuppressed,0.827586207,0.786885246,0.80555,NULL,0.775882759,NULL
815500,The Evergreen State College,Olympia,WA,0.9709,1081,4017,0.6594,0.052,0.0702,0.0224,0.0209,0.003,0.0722,0.0045,0.0953,NULL,0.0645,NULL,1,11903,NULL,21433,NULL,8574,20661,NULL,7560,8580,7679,0.7294,0.4426,0.229897464,0.167296276,61447.82795,16063.51799,14830,14830,17594,195.3294677,0.805584281,0.757874016,0.832298137,0.883886256,0.819427148,0.795212766,0.853266332,0.752155172,0.764326069,0.877372263,0.804791482,0.804568528,0.762376238,0.829500397,NULL,0.554251994,NULL,0.552842189
500000,Pierce College at Fort Steilacoom,Lakewood,WA,NULL,NULL,4407,0.511,0.1212,0.1137,0.0595,0.0086,0.0147,0.0828,0.0293,0.0592,NULL,0.5119,NULL,1,7137,NULL,12178,NULL,3777,8967,NULL,1957,4336,6075,1,0.3236,0.196043956,0.125274725,45644.25357,22601.71182,7978,7978,12704,141.0404432,0.649817296,0.555979644,0.703577513,0.817829457,0.805343511,0.620188816,0.753176044,0.598519889,0.577004219,0.752923977,0.656,0.636363636,0.651685393,0.669712794,0.20326393,NULL,0.256357584,NULL
973900,Glen Dow Academy of Hair Design,Spokane,WA,NULL,NULL,153,0.8105,0.0131,0.0588,0.0065,0.0327,0,0.0523,0,0.0261,NULL,0.0131,NULL,1,NULL,12175,NULL,14575,NULL,NULL,11426,8927,5981,NULL,NULL,0.3854,0.16,0.084,44124.34793,15616.4338,5225,5225,5225,58.00821125,0.661087866,0.605095541,0.732142857,PrivacySuppressed,0.726256983,0.466666667,0.697674419,0.640522876,0.627027027,0.777777778,0.660869565,PrivacySuppressed,0.650485437,0.623762376,0.806258125,NULL,0.860586058,NULL
377800,Gonzaga University,Spokane,WA,0.6651,1204,4830,0.7375,0.0101,0.0861,0.0387,0.0056,0.0046,0.0578,0.0271,0.0325,NULL,0.0104,NULL,1,NULL,28155,46475,NULL,35062,35062,NULL,18962,9687,8626,0.5886,0.1879,0.702903444,0.573936529,123379.7532,24776.05655,26035,26035,27000,299.75535,0.948494983,0.891525424,0.950431034,0.971034483,0.969465649,0.900677201,0.96324081,0.826086957,0.908592322,0.971488912,0.94691358,0.950892857,0.943396226,0.954159593,NULL,0.817404627,NULL,0.831904241
377900,Grays Harbor College,Aberdeen,WA,NULL,NULL,1061,0.7446,0.0179,0.0895,0.0217,0.0236,0.0047,0.0848,0.0009,0.0123,NULL,0.1772,NULL,1,5855,NULL,12513,NULL,3939,9129,NULL,599,5911,5610,1,0.4593,0.111483655,0.072087175,28709.23997,11990.81565,7802.5,7802.5,11600,128.78378,0.490625,0.371134021,0.697916667,PrivacySuppressed,0.65,0.435146444,0.651376147,0.405797101,0.420168067,0.705128205,0.494845361,0.479338843,0.53030303,0.504,0.378741689,NULL,0.390713907,NULL
378000,Green River Community College,Auburn,WA,NULL,NULL,5191,0.544,0.0447,0.0778,0.068,0.0065,0.0056,0.0834,0.0996,0.0703,NULL,0.3333,NULL,1,8079,NULL,13465,NULL,4443,10047,NULL,4191,4873,6316,1,0.2287,0.190973392,0.138767262,42559.72876,18860.13549,6957,6957,10396,115.4169118,0.585043018,0.509518477,0.649758454,0.788944724,0.803088803,0.54,0.666666667,0.540123457,0.523244313,0.711111111,0.600702576,0.564945227,0.6,0.605797101,0.356988776,NULL,0.36391642,NULL
1249600,Toni & Guy Hairdressing Academy-Shoreline,Shoreline,WA,NULL,NULL,65,0.7692,0.0615,0.0615,0.0308,0,0.0154,0.0615,0,0,NULL,0,NULL,1,NULL,15150,NULL,18386,NULL,NULL,16400,9182,5411,NULL,NULL,0.4559,0.127906977,PrivacySuppressed,61421.00886,16318.85803,10556,10556,17666,196.1288153,0.635416667,0.603174603,PrivacySuppressed,PrivacySuppressed,0.680555556,PrivacySuppressed,PrivacySuppressed,0.657534247,0.490196078,0.8,0.658823529,PrivacySuppressed,0.685714286,0.641509434,0.757290291,NULL,0.755584444,NULL
377700,Heritage University,Toppenish,WA,NULL,NULL,842,0.2601,0.0071,0.595,0.0083,0.0843,0.0048,0.0202,0.0024,0.0178,NULL,0.2268,NULL,1,NULL,9734,25933,NULL,17744,17744,NULL,16100,12758,6876,0.339,0.7632,0.189380531,0.123893805,33802.62904,24610.79562,21500,21500,26500,294.204325,0.621072089,0.588390501,0.683453237,PrivacySuppressed,0.792626728,0.507739938,0.661538462,0.604938272,0.593406593,0.7625,0.634328358,0.572519084,0.636363636,0.644171779,NULL,0.2000025,NULL,0.216035185
378100,Highline Community College,Des Moines,WA,NULL,NULL,3107,0.3927,0.1049,0.1023,0.1551,0.0068,0.0138,0.083,0.0383,0.103,NULL,0.3994,NULL,1,6911,NULL,13012,NULL,4000,4401,NULL,1964,5977,5684,1,0.2938,0.245776747,0.177542233,28406.21249,17367.54468,7070,7070,9329,103.5710245,0.599051008,0.523046092,0.708,0.703296703,0.74556213,0.562686567,0.653333333,0.577235772,0.521100917,0.738983051,0.619964974,0.547528517,0.592105263,0.641361257,0.312167336,NULL,0.341105,NULL
2326500,Interface College-Spokane,Spokane,WA,0.5909,NULL,49,0.6939,0.0816,0.0408,0,0.0408,0.0204,0.0612,0,0.0612,NULL,0,NULL,1,NULL,9212,NULL,15582,NULL,NULL,13700,10042,3869,2384,1,0.7789,0.138157895,PrivacySuppressed,29013.7783,16717.89992,9500,9500,9500,105.469475,0.509090909,0.443820225,PrivacySuppressed,PrivacySuppressed,0.597222222,0.328767123,PrivacySuppressed,0.484375,0.446808511,PrivacySuppressed,0.516129032,0.488888889,0.561643836,0.467391304,0.7619,NULL,0.691736842,NULL
2222900,International Air and Hospitality Academy,Vancouver,WA,NULL,NULL,266,0.4812,0.1165,0.1429,0.0376,0.0226,0.0188,0.0226,0,0.1579,NULL,0,NULL,1,NULL,15827,NULL,19108,NULL,NULL,14000,9873,3304,NULL,NULL,0.6486,0.081885856,0.043010753,40823.53613,19997.42079,6365,6365,6365,70.66454825,0.70989011,0.677367576,0.769607843,0.817073171,0.732377539,0.450704225,0.710382514,0.710865562,0.692745377,0.768115942,0.615571776,0.790224033,0.749253731,0.72392638,0.859304587,NULL,0.849264354,NULL
3071805,ITT Technical Institute-Seattle,Seattle,WA,0.9293,NULL,444,0.4797,0.1712,0.0788,0.1306,0.027,0.0045,0.0473,0,0.0608,NULL,0.2072,NULL,1,NULL,24358,27385,NULL,18048,18048,NULL,22566,4119,5932,0.0976,0.6525,0.050673854,0.031266846,38841.85987,18975.63092,17065,17065,27833,309.0033577,0.4013267,0.346502058,0.493449782,0.586466165,0.6275,0.33540856,0.476470588,0.37191358,0.356123216,0.527196653,0.38317757,0.406841339,0.37218543,0.452220727,NULL,0.371149485,NULL,0.152182609
3071800,ITT Technical Institute-Spokane Valley,Spokane Valley,WA,0.9538,NULL,297,0.8249,0.0269,0.0337,0.0269,0.0236,0,0.0471,0,0.0168,NULL,0.1953,NULL,1,NULL,23101,28214,NULL,18048,18048,NULL,21736,3811,4433,0.1071,0.7729,0.050673854,0.031266846,38841.85987,18975.63092,17065,17065,27833,309.0033577,0.4013267,0.346502058,0.493449782,0.586466165,0.6275,0.33540856,0.476470588,0.37191358,0.356123216,0.527196653,0.38317757,0.406841339,0.37218543,0.452220727,NULL,0.342096491,NULL,PrivacySuppressed
2242500,Bastyr University,Kenmore,WA,NULL,NULL,216,0.6759,0.0185,0.0556,0.0972,0.0046,0,0.0463,0.0694,0.0324,NULL,0.0833,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23672,15325,6266,0.6286,0.4126,0.115183246,0.068062827,71790.77804,24910.6613,19496.5,19496.5,22770,252.7936785,0.872093023,0.883495146,0.825,PrivacySuppressed,0.905982906,0.814814815,0.897435897,0.864661654,0.853932584,0.891566265,0.864285714,0.903225806,0.911111111,0.854700855,NULL,NULL,NULL,NULL
2203300,Gene Juarez Academy of Beauty-Mountlake Terrace,Mountlake Terrace,WA,NULL,NULL,230,0.6565,0.0478,0.1174,0.0478,0.0261,0,0.1,0,0.0043,NULL,0,NULL,1,NULL,13768,NULL,18189,NULL,NULL,17100,15509,6042,NULL,NULL,0.571,0.148201439,0.094964029,58907.462,19956.67667,10555,10555,11228,124.6538174,0.618079096,0.557651992,0.64806867,0.74137931,0.720689655,0.42295082,0.662895928,0.57239819,0.568383659,0.704049844,0.627737226,0.483870968,0.592145015,0.630952381,0.678919266,NULL,0.6653,NULL
530600,Bates Technical College,Tacoma,WA,NULL,NULL,1091,0.6068,0.1558,0.088,0.0449,0.0156,0.022,0.0037,0.0082,0.055,NULL,0.0779,NULL,1,8153,NULL,13045,NULL,5151,5151,NULL,1499,3838,6716,0.9752,0.1671,0.190804598,0.118773946,48130.92965,16947.25151,4775,4775,6156,68.3442198,0.572,0.465517241,0.772277228,0.895833333,0.612903226,0.568965517,0.815217391,0.513580247,0.444759207,0.875,0.604761905,0.543554007,0.56,0.605504587,0.57966,NULL,0.483567595,NULL
537300,Lake Washington Institute of Technology,Kirkland,WA,NULL,NULL,2227,0.6628,0.0364,0.0723,0.0799,0.0036,0.0018,0.0579,0.009,0.0763,NULL,0.3449,NULL,1,7221,NULL,12394,NULL,3907,9096,NULL,2137,6871,6082,0.9884,0.2552,0.160477454,0.109416446,48498.63195,25597.74975,10176,10176,16580.5,184.07754,0.709210526,0.655011655,0.751054852,0.847826087,0.880733945,0.640221402,0.744966443,0.699507389,0.630541872,0.798295455,0.748858447,0.657142857,0.708333333,0.73,NULL,0.209763218,NULL,NULL
378200,Lower Columbia College,Longview,WA,NULL,NULL,1405,0.8,0.0121,0.0833,0.0235,0.0185,0.0021,0.0249,0,0.0356,NULL,0.4157,NULL,1,6251,NULL,11873,NULL,4272,4812,NULL,757,4781,6332,1,0.4923,0.11574764,0.078986587,34851.52003,14450.18457,8518,8518,14833,164.6767077,0.516275549,0.414174972,0.740131579,0.76344086,0.701754386,0.477543538,0.667655786,0.461618257,0.459000943,0.7625,0.576623377,0.421965318,0.506692161,0.590825688,0.276921519,NULL,0.341293849,NULL
2106700,Trinity Lutheran College,Everett,WA,0.9574,898,192,0.5417,0.1458,0.1667,0.0521,0.0104,0.0208,0,0.0573,0.0052,NULL,0.0521,NULL,1,NULL,15143,31957,NULL,27042,27042,NULL,9726,8615,4771,0.7059,0.4375,0.415384615,0.338461539,67521.73844,11878.58855,14750,14750,24796,275.2864318,0.806451613,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.941176471,PrivacySuppressed,0.816326531,PrivacySuppressed,0.743589744,PrivacySuppressed,0.815789474,PrivacySuppressed,PrivacySuppressed,0.9,NULL,0.627122034,NULL,0.731680488
4130800,Cascade Beauty College,Auburn,WA,NULL,NULL,24,0.5417,0.0417,0.0833,0.1667,0,0,0.1667,0,0,NULL,0,NULL,1,NULL,6273,NULL,11030,NULL,NULL,11500,4547,1297,NULL,NULL,0.6441,PrivacySuppressed,PrivacySuppressed,36847.94254,6434.797202,PrivacySuppressed,7500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0.816336735,NULL,0.883301667,NULL
2541900,BJ's Beauty & Barber College,Tacoma,WA,NULL,NULL,121,0.5372,0.3058,0.0992,0.0248,0,0,0.0331,0,0,NULL,0,NULL,1,NULL,5816,NULL,11153,NULL,NULL,11500,4849,1440,NULL,NULL,0.8151,0.152777778,0.097222222,32407.56369,12683.9757,3750,3750,4961.5,55.08282108,0.436170213,0.318181818,PrivacySuppressed,PrivacySuppressed,0.484375,0.333333333,PrivacySuppressed,0.371428571,0.380952381,PrivacySuppressed,0.492063492,0.322580645,0.548387097,0.318181818,0.8113,NULL,0.773446875,NULL
2331400,Northwest Hair Academy,Mount Vernon,WA,NULL,NULL,160,0.7375,0.0375,0.05,0.0313,0.025,0.0188,0.0875,0,0.0125,NULL,0,NULL,1,NULL,10174,NULL,12833,NULL,NULL,15525,9652,1601,NULL,NULL,0.3359,0.110576923,0.076923077,46826.96542,16366.80356,9500,9500,10000,111.0205,0.732673267,0.644578313,0.819277108,0.865384615,0.835106383,0.565217391,0.8,0.662251656,0.684729064,0.828282828,0.746527778,PrivacySuppressed,0.697183099,0.735294118,0.644068644,NULL,0.987990691,NULL
970400,Seattle Community College-North Campus,Seattle,WA,NULL,NULL,2752,0.4357,0.0756,0.0618,0.0948,0.0036,0.0036,0.0796,0.1116,0.1337,NULL,0.5058,NULL,1,2864,NULL,11124,NULL,3862,9052,NULL,3483,6388,6074,0.9817,0.1538,0.283123028,0.19873817,27350.57943,17066.88557,3000,3000,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2458,NULL,NULL
378300,Northwest University,Kirkland,WA,0.972,1079,1354,0.7312,0.0325,0.079,0.0539,0.0118,0.0103,0.0244,0.0199,0.0369,NULL,0.1093,NULL,1,NULL,20032,34608,NULL,25934,25934,NULL,14013,6881,6395,0.2521,0.4199,0.250645995,0.175710594,70999.19684,37202.73258,14000,14000,24000,266.4492,0.888529887,0.848167539,0.879828326,0.937823834,0.956363636,0.834302326,0.892857143,0.876470588,0.864686469,0.911111111,0.885941645,0.889361702,0.848484848,0.912,NULL,0.454558678,NULL,0.528878035
378400,Olympic College,Bremerton,WA,NULL,NULL,4900,0.6669,0.0412,0.0702,0.0553,0.0139,0.012,0.0786,0.0114,0.0504,NULL,0.3567,NULL,1,6056,NULL,10989,NULL,3726,4197,NULL,3533,4184,6417,0.2978,0.3177,0.110647182,0.069490009,39606.22097,17146.9798,7832.5,7832.5,11000,122.12255,0.660332542,0.56587473,0.766798419,0.826086957,0.808219178,0.608695652,0.757990868,0.629084967,0.575581395,0.806349206,0.719141324,0.545801527,0.667820069,0.690176322,NULL,0.252562564,NULL,NULL
938700,Perry Technical Institute,Yakima,WA,NULL,NULL,774,0.562,0.0013,0.2984,0.0078,0.0129,0,0.0672,0,0.0504,NULL,0,NULL,1,NULL,15715,NULL,17824,NULL,NULL,29004,7458,4079,NULL,NULL,0.6007,0.067520373,0.043073341,56964.20516,20824.04953,16830,16830,18500,205.387925,0.760517799,0.695014663,0.808290155,0.913580247,0.814814815,0.560606061,0.839590444,0.686335404,0.712359551,0.882352941,0.745945946,0.765807963,0.78515625,0.756198347,0.746369305,NULL,0.776242098,NULL
378500,Pacific Lutheran University,Tacoma,WA,0.7676,1112,3062,0.7084,0.0278,0.0709,0.0607,0.0078,0.0052,0.0712,0.0392,0.0088,NULL,0.032,NULL,1,NULL,23486,45299,NULL,34740,34740,NULL,17987,11672,7369,0.8526,0.3086,0.550413223,0.414049587,80462.10728,23393.29911,22695,22695,27000,299.75535,0.930659415,0.888888889,0.936685289,0.951175407,0.96809681,0.867992767,0.938271605,0.889795918,0.906403941,0.947674419,0.926624738,0.938,0.894021739,0.942771084,NULL,0.701164834,NULL,0.677764595
378600,Peninsula College,Port Angeles,WA,NULL,NULL,1378,0.6313,0.0218,0.0675,0.0102,0.0399,0.0058,0.0602,0.074,0.0893,NULL,0.2794,NULL,1,7037,NULL,12027,NULL,4246,4687,NULL,1535,5723,5884,1,0.356,0.112522686,0.072595281,36777.20727,14655.17145,8251.5,8251.5,12992.5,144.2433846,0.499095841,0.445292621,0.60483871,PrivacySuppressed,0.702479339,0.44212963,0.569343066,0.474201474,0.437652812,0.681481481,0.551515152,0.417061611,0.481481481,0.513409962,NULL,0.282414815,NULL,NULL
379700,University of Puget Sound,Tacoma,WA,0.8522,1233,2542,0.7506,0.0083,0.0724,0.0688,0.0016,0.0004,0.0893,0.0028,0.0059,NULL,0.0079,NULL,1,NULL,32115,53785,NULL,41868,41868,NULL,25089,17749,9228,0.8448,0.2071,0.68933177,0.597889801,121351.2621,16843.45885,20789,20789,23500,260.898175,0.941446613,0.907142857,0.934579439,0.958128079,0.96400626,0.878787879,0.943262411,PrivacySuppressed,0.905723906,0.959860384,0.948412698,0.930555556,0.919642857,0.944979367,NULL,0.775436115,NULL,0.770142836
1043400,Renton Technical College,Renton,WA,NULL,NULL,1281,0.4653,0.1272,0.0788,0.1897,0.0031,0.0109,0.0531,0.0016,0.0703,NULL,0.2927,NULL,1,7532,NULL,12556,NULL,4720,4720,NULL,1813,7166,6579,1,0.2165,0.184582744,0.125884017,41270.10609,20641.42214,6113,6113,8575,95.20007875,0.693094629,0.587939698,0.777777778,0.85483871,0.811965812,0.637037037,0.828282828,0.645833333,0.592760181,0.825301205,0.708520179,0.674846626,0.630136986,0.760479042,0.583598033,NULL,0.611501079,NULL
379400,Saint Martin's University,Lacey,WA,0.876,1057,1299,0.5366,0.0631,0.1216,0.0554,0.0085,0.0185,0.0801,0.0662,0.05,NULL,0.1509,NULL,1,NULL,19077,40458,NULL,30284,30284,NULL,14109,7281,6350,0.4074,0.3656,0.395309883,0.308207705,77795.96996,30655.27011,19843,19843,25000,277.55125,0.863333333,0.827102804,0.877729258,0.895424837,0.905882353,0.846511628,0.87012987,0.854460094,0.821782178,0.908783784,0.855191257,0.877729258,0.852040816,0.88034188,NULL,0.507792905,NULL,0.500006818
970600,Seattle Community College-South Campus,Seattle,WA,NULL,NULL,2002,0.3616,0.1593,0.0799,0.1568,0.0115,0.014,0.0669,0.0589,0.0909,NULL,0.4001,NULL,1,5912,NULL,12580,NULL,3824,9014,NULL,3060,7168,6253,0.9838,0.1655,0.27027027,0.190061029,22611.10359,15165.09252,1750,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.198741026,NULL,NULL
378700,Seattle Central College,Seattle,WA,NULL,NULL,3116,0.363,0.113,0.0677,0.0982,0.0087,0.0045,0.0655,0.2141,0.0655,NULL,0.3196,NULL,1,5366,NULL,12324,NULL,3893,9083,NULL,3426,6141,6194,0.9934,0.2606,0.258743633,0.179966044,23572.12742,13244.71327,3500,3500,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,NULL,0.183889655,NULL,NULL
2617500,Everest College-Seattle,Seattle,WA,NULL,NULL,174,0.5287,0.1264,0.1149,0.0747,0,0.0115,0.0862,0,0.0575,NULL,0,NULL,1,NULL,19866,NULL,24078,NULL,NULL,17646,7983,5982,NULL,NULL,0.6337,0.077116212,0.051649928,36814.00931,13875.407,9500,9500,9500,105.469475,0.575178998,0.538528139,0.632,0.719178082,0.634164777,0.352272727,0.618942731,0.558919804,0.539483972,0.690176322,0.592702904,0.504504505,0.589655172,0.572246066,0.722539884,NULL,0.695428032,NULL
378800,Seattle Pacific University,Seattle,WA,0.7214,1145,3354,0.6556,0.0358,0.0844,0.1052,0.0036,0.0009,0.0754,0.0206,0.0185,NULL,0.0376,NULL,1,NULL,25049,45125,NULL,33813,33813,NULL,18629,10210,8258,0.5627,0.3147,0.580952381,0.447619048,85349.02455,20320.51384,20981.5,20981.5,25000,277.55125,0.95011169,0.916398714,0.943965517,0.973498233,0.97733711,0.919811321,0.952822241,0.929487179,0.916512059,0.972636816,0.950369588,0.948979592,0.925490196,0.957405615,NULL,0.704032138,NULL,0.741580417
379000,Seattle University,Seattle,WA,0.7323,1175,4595,0.4699,0.0322,0.0908,0.1602,0.0059,0.0067,0.0694,0.1032,0.0618,NULL,0.0477,NULL,1,NULL,33557,50610,NULL,36465,36465,NULL,24756,15139,9051,0.7077,0.2109,0.665808113,0.551191243,99829.57974,19218.43259,24000,24000,25334,281.2593347,0.924983692,0.913606911,0.929924242,0.928705441,0.968051118,0.856661046,0.92898914,0.90990991,0.912979351,0.9342723,0.933808554,0.908411215,0.890243902,0.934604905,NULL,0.771631766,NULL,0.737066224
379100,Shoreline Community College,Shoreline,WA,NULL,NULL,2927,0.4599,0.0557,0.0683,0.1107,0.0065,0.0038,0.0717,0.1216,0.1018,NULL,0.3717,NULL,1,8396,NULL,12969,NULL,3987,6635,NULL,4201,5145,6555,0.9843,0.2337,0.256145526,0.180924287,40985.8579,21053.02924,6933,6933,11964,132.8249262,0.680779001,0.625786164,0.742105263,0.7625,0.856502242,0.640543365,0.735465116,0.659855769,0.589660743,0.784560144,0.745961821,0.597510373,0.655737705,0.713615023,0.268555848,NULL,0.352777405,NULL
